Game Name,Package Name,Description,Icon URL,Category
"Million Trivia","game.million.trivia.top.com","The Million Trivia is a stimulating global game that challenges your intellect. In the game, you&#39;ll be greeted by a group of charming cartoon characters, embarking on a journey of knowledge together. Through a variety of interesting and challenging questions, you&#39;ll test your intelligence and elevate your knowledge. Compete with players worldwide and experience the joy of cross-cultural exchange. The game fosters learning in a relaxed and enjoyable manner, turning each quiz into a delightful adventure. Join us now to exercise your intellect and discover the wonders of the world!","https://play-lh.googleusercontent.com/q6Iud-nveMG3TpOMXVJAZLvHwMEpf09e8uznQjx15TUfRgpi7Wid7uJYjhJlPRIqPkMf","GAME_TRIVIA"
"Wheel of Fame - Guess words","com.tellmewow.senior.wheel.fortune","Have fun with this special  <b>wheel of luck game!</b> Senior Games presents &quot;The Wheel of Fame&quot; to guess words, sentences or names while increasing your fame and popularity. You will love this game!<br><br>The mechanics of the game are similar to Hangman game: you must play against two more players to get the word or sentence hidden in the panel. To do this, you will have to spin the wheel of luck, choose the vowels and consonants you want and win the maximum possible points in each game. Beware of falling into the bankruptcy cell!<br><br>When you spin the wheel you can get points, lifelines and duplicate letters.<br>But don&#39;t trust yourself! You can also fall into the bankruptcy cell and lose it all or miss your turn. If you have enough points, you can buy a vowel to make it easier to guess the hidden phrase.<br><br>WHEEL OF FAME CATEGORIES<br><br>- Proverbs and popular sayings<br>- Singer and song<br>- Movie and actor/actress<br>- Countries and capitals<br>- Books and writers<br>  and much more!<br><br>BECOME FAMOUS<br><br>This wheel of luck is special because the goal is to be the most popular and famous player. To do this, you will need to get the maximum number of diamonds and get clothes and accessories that help you raise your level of popularity. The more fame, the more fans will be waiting for you on the red carpet! <br><br>FEATURES<br><br>- Attractive and colorful design<br>- Thousands of words to guess<br>- Funny hosts that will guide you in the game<br>- Possibility of getting lifelines in the wheel to continue playing<br>- Customize your avatar with amazing clothes and accessories<br>- Increase your popularity with diamonds and dazzle your fans on the red carpet<br>- Game for all ages<br>- Free offline games<br><br>ABOUT SENIOR GAMES - TELLMEWOW<br>Senior Games is a project of Tellmewow, a mobile game development company specialized in easy adaptation and basic usability, which make our games ideal for older people or young people who simply want to play an occasional game without major complications.<br><br>If you have any suggestions for improvement or want to stay informed about upcoming games that we are going to publish, follow us on our social networks: seniorgames_tmw","https://play-lh.googleusercontent.com/C9cf6brBw1vUcgCotjOOSDiG_2wl9-XSf7sLFcSgMMyYU42PFgBYfq1LbgE1GcdWumo","GAME_TRIVIA"
"Chill Color By Number Game","com.art.pixel.chill.hobby.games.paint.color.by.numbers","Welcome to Chill Color - Relaxing Coloring Game!<br><br>Looking for a soothing way to unwind and unleash your creativity?   Dive into the mesmerizing world of Chill Color, the ultimate coloring game designed to help you relax, destress, and find your inner peace.<br><br>Why Chill Color?<br><br>Stress Relief: Escape the hustle and bustle of everyday life as you immerse yourself in a tranquil coloring experience.   Let the gentle strokes of your fingertips bring vibrant colors to life and melt away your stress.<br><br>Endless Variety: With a vast collection of beautiful illustrations and patterns, there&#39;s always something new to explore in Chill Color.   From intricate mandalas to adorable animals, the possibilities are endless.<br><br>Easy to Use: Whether you&#39;re a seasoned artist or a beginner.  Simply choose a drawing, select your favorite colors, and let your creativity flow.   The intuitive controls make it easy to fill in the blanks and create stunning masterpieces.<br><br>Relaxing Music and Sounds: Immerse yourself in a serene atmosphere with calming background music and soothing sound effects.   Let the gentle melodies guide you on a journey of relaxation and creativity.<br><br>Share Your Creations: Feeling proud of your artwork?   Share your completed masterpieces with friends and family on social media or save them to your device to enjoy later.<br><br>How to Play:<br><br>Select a Drawing: Choose from a wide variety of illustrations and patterns, ranging from simple designs to intricate masterpieces.<br><br>Choose Your Colors: Pick from a vibrant palette of colors to bring your artwork to life.   Experiment with different shades and combinations to create unique effects.<br><br>Fill in the Blanks: Use your finger to fill in the blank spaces with color.   Tap to fill large areas or use the zoom feature for precision coloring.<br><br>Relax and Enjoy: Let go of your worries and immerse yourself in the therapeutic process of coloring.   Feel the stress melt away as you focus on creating something beautiful.<br><br>Download Chill Color now and embark on a journey of relaxation, creativity, and self-expression.   Start coloring your way to inner peace today!","https://play-lh.googleusercontent.com/BXUexL0JP0jvVpcCS5FFZcXpzPVXSNmghFpznZSdG3EumlcTEclKE9pKoFVPVH-3l3w","GAME_TRIVIA"
"Trivia Show - Trivia Game","com.funcraft.trivia","Welcome to Trivia Show, the free thrilling trivia game where knowledge meets fun and competition! Dive into the world of trivia like never before, with a wide range of categories and questions that will test your smarts and keep you on your toes. Whether you&#39;re a history buff, a science geek, or a pop culture enthusiast, Trivia Show has something for everyone.<br><br>Features:<br>- Diverse Categories: Choose from a vast array of topics including History, Science, Entertainment, Sports, and more. <br>- New questions added regularly to keep the challenge fresh and exciting!<br>- Compete with Friends: Jump into real-time battles against friends or random opponents. Show off your trivia knowledge and climb the global leaderboards!<br>- Solo Challenges: Prefer to play alone? Tackle our solo modes and set personal records. Perfect your skills and prepare for the online arena.<br>- Earn Rewards: Collect points, unlock achievements, and progress through levels. Earn bragging rights and show off your trivia prowess.<br>- Interactive Gameplay: Engaging animations, sound effects, and visual themes that make each trivia battle an entertainment spectacle.<br>- Daily Challenges: Log in daily for special challenges and bonuses. Keep your brain sharp and engaged with new and unique questions every day.<br><br>Join the ultimate battle of brains in Trivia Show and become a trivia champion! Whether you’re playing casually to kill time or seriously to dominate the leaderboards, Trivia Show is the perfect game for trivia lovers of all levels.<br><br>What are you waiting for? Download Trivia Show FOR FREE now and start your journey to becoming a trivia master!","https://play-lh.googleusercontent.com/mIWSulI9VrhKVdgacW5bNQPva-NTsT_qpm11DCfoB6Dhkrtgs18oeklrh3A162CWvqU","GAME_TRIVIA"
"Atmosphere","com.rarefied.atmosphere.mobile","Check out Atmosphere Live Trivia! From the people who brought you Chive TV and Atmosphere TV comes the ultimate battle of wits. Play trivia with friends, sabotage your nemeses, and turn a good night into a great one.  Our interactive trivia is meant to be played with its companion TV experience.  Find a venue with an Atmosphere TV near you and enjoy the immersive and engaging experience!","https://play-lh.googleusercontent.com/OYwKnjkonCc97FKXBAKkNjW4P0IEXerwt8o6chFGx3vkvr1-tDXd5vycPj1sM8ksbgM","GAME_TRIVIA"
"Jingle Quiz: logo music trivia","games.elia.logosound","In Jingle Quiz, put your music knowledge to the test with our exciting new logo sound recognition game. Can you guess the big brand jingles? Play our logo quiz and find out. This music trivia game will have you humming along and testing your auditory memory with our &quot;name that tune&quot; challenge.<br><br>Everyone knows the game &quot;name that tune&quot;, our game could have been called &quot;name that logo sound&quot; or &quot;name that jingle&quot;. The concept is simple: listen to a short piece of music and guess the brand. It&#39;s a mix between a logo quiz and guess the song, it&#39;s Jingle Quiz.<br><br>Do you hear a jingle and can&#39;t guess the brand? Our game is here to help. With a lot of popular and memorable logo sounds, you&#39;ll have a blast trying to guess each one. Invite your friends and see who comes out on top as the ultimate jingle master. If you like logo quizzes, music trivia or &quot;name that tune&quot; games, you&#39;ll love Jingle Quiz! <br><br>Not only is our game fun and challenging, but it&#39;s a great way to improve your memory and musical knowledge. So why wait? Download now and start playing!<br><br>As you progress through the levels, you&#39;ll be presented with a variety of jingles and logos to identify. Some will be easy and others will be more difficult, but with each correct answer, you&#39;ll be one step closer to becoming a jingle recognition pro.<br><br>So why not give our logo sound recognition game a try? With catchy tunes, famous brands, and a fun quiz format, you&#39;ll be entertained for hours. Download now and see how well you know your jingles!<br><br>In summary, Jingle Quiz is a fun music quiz for all ages, perfect for a party game with friends or as a personal challenge. The game combines elements of jingle quiz, logo quiz, &quot;name that tune&quot; and &quot;guess the sound&quot; to offer a rich and varied gaming experience. You can search for Jingel Quiz, Jungle Quiz, Jingle Quizz, Jingle Logo Quiz or Jingle music quiz and you will find Jingle Quiz.","https://play-lh.googleusercontent.com/40eG1tOeEZTPTqSDiR76u-8IBVvW5PRhDQMENbj5ojvVr1YfEjzmYhPpkVw4EQ_4_kWQ","GAME_TRIVIA"
"Truth or Dare","com.nixgames.truthordare","<b>What will you choose - truth or dare?</b><br><br>Meet Truth or Dare game. It can give a bunch of emotions you have never experienced. Play with friends in free Truth or dare game, and you will never become bored. Challenge everywhere: at home, on the street, in the bar, on dating, at the house party. <br><br>Different levels of openness allow playing the Truth or Dare game everywhere:<br><br>🎉  <b>House party</b><br>Someone bored or just want to establish communication in the company? Some people don&#39;t know each other at the house party? Get friends together at the house party, and get ready for original adult questions and sexual dares! Communication at the house party will reach a new level.<br><br>❤️  <b>Romantic dating</b><br>Do you feel awkward, slack, and embarrassed about first dating? Just start the Truth or Dare 18+ couple mode, and you will immediately find сommon topics for communication. You learn many new stories about each other. Unusual tasks will melt the ice and allow you to trust each other a little bit more on your dating.<br><br>🛏️  <b>Personal life</b><br>In Truth or Dare 18+ adult mode, players can experience incredible pleasure by performing erotic tasks and answering sexual and intimate questions in this couple game.<br><br>👋  <b>Chats and messaging on the Internet.</b><br>Meet a new person through a dating apps, mamba messenger, discord messenger, just in a club or on the street? Truth or dare 18+ app is the best friend of dating apps and messengers. Try it on chat in dating apps or from different locations via video. This should be a new stage in communication. Meet &amp; communicate!<br><br>👪  <b> Family meet</b><br>Gather your relatives in a cozy and slack atmosphere around house party game. You will learn a lot about family, childhood, secrets, secret dreams, and desires.<br><br>Relax and enjoy a good time and a great bunch of emotions. Learn the juicy secrets of friends and your soulmate. Complete hot adult tasks without restrictions. Free Truth or dare game instantly turns a boring house party into fun. Slack apps such as &quot;Spin the Bottle&quot;, &quot;Never have I ever&quot;, &quot;Hot or not?&quot;, “This or that?” absolutely cannot compete.<br><br><b>Truth or Dare game features:</b><br>🔥  Thousands of original questions and dares.<br>🎲  Modes for an adult company at the house party, couples on dating, and friends.<br>✨  Five levels of difficulty, including slack pack under 18 and adult packs.<br>🛠️  Create a game with your questions and dares.<br>📱  Customize a theme to your mood.<br>✍️  Add any number of players.<br>🔄  Change the question or task if you don’t like it.<br>📡  Slack Internet isn’t a problem. It is fully offline.<br><br>Play, enjoy and think dirty 😏","https://play-lh.googleusercontent.com/Hw8wfrZsyDX27r5OH6BJD_c8x7vi-pX-24uSCuySFHchc-C49fz4kYarsPP--oNfeyE","GAME_TRIVIA"
"People Say - Family Game","games.elia.peoplesay","Are you a word game fan? Nothing scares you? So come and discover People Say! 94% of Americans say they love this word game!<br>The concept is simple: a sentence with blanks and you have to find the 5 most given answers by other players to fill those blanks. For sure the funniest word game out there! It&#39;s very easy, just find the 5 popular words.<br>People say is inspired by the TV shows such as America Says, Family Feud, and Jeopardy. Discover lots of levels all different and stimulating.<br>If you enjoy Top 7, you will love People Say!<br><br>Develop your imagination, your vocabulary, your spelling, all while having fun for hours on end.<br><br>The bravest among you will face daily challenges and win lots of rewards.<br><br>➤ Hundreds of levels to improve your memory and your focus<br>➤ Simply fun and relaxation!<br>➤ Escape and relax your brain<br>➤ Improve your vocabulary and keep a young brain<br>➤ Meet the challenge: start with easy levels but careful they will get harder with time!<br><br>Relax and play a few levels every day to keep your brain sharp<br><br>People Say is the latest game by the creators of Top 7, Jingle Quizz and Relaxing Words. Now it’s your turn to try this new game for free!","https://play-lh.googleusercontent.com/D8WOL2dxcSmtrd_gyWnGpzpMSRD27us61oXop7ieW-kjlunNtLoSkOGnKZCpoL2q-xge","GAME_TRIVIA"
"Official Millionaire Game","com.sonypicturestelevision.millionaire","The Official Who Wants to Be a Millionaire? Trivia Game!<br><br>Do you love game show trivia? Have you always dreamed of taking home the win from a game show? Now you can, with the Official Who Wants to Be a Millionaire Trivia Game. Based on the hit game show, now you can show off your game show trivia knowledge and win big!<br><br>TV’s top trending game show is now on your phone and tablet! Test your trivia knowledge, call on the audience, collect your team of experts and win! Download now to scale the Money Tree to the top to become a MILLIONAIRE for FREE today!<br><br>Do you have vast trivia knowledge? Love playing against others? Play games against family, friends and other trivia players to win! Show you know the most trivia by answering questions in different game show trivia categories like music, cinema, sports, science, math and geography. Become the star of game show trivia by learning fun and interesting facts! <br><br>Can you win the Official Who Wants to Be a Millionaire? Game Show Trivia Game?<br><br>Stumped on a big trivia question? You can unlock and collect famous experts who can be your lifeline! Ask Shakespeare about English. Let Caesar cover history. Da Vinci, Napoleon, Beethoven and Newton - all here to help you win trivia glory!<br><br>Some of Who Wants to Be a Millionaire: Trivia&#39;s AWESOME Features:<br>+ Unlock new cities and travel the world for new Millionaire trivia experiences!<br>+ Use classic trivia boosts such as 50:50, ask the audience, &amp; the all new ask an expert!<br>+ Unlock a team of Trivia experts to help you win in every trivia challenge!<br>+ Scale to the top of the daily leaderboard and win against friends and family!<br>+ Always new trivia and Who Wants to be a Millionaire Game Show content!<br>+ Play &amp; win Millionaire trivia on the go with our offline mode!<br><br>THE ULTIMATE MILLIONAIRE TRIVIA EXPERIENCE:<br>Join the thrill in becoming a MILLIONAIRE! Win in cities around the world from Rome to Rio! Start playing The Official Who Wants to Be a Millionaire Trivia Game for free and show your Trivia knowledge!<br><br>EXCLUSIVE OFFLINE MODE:<br>Now you can play Who Wants to Be a Millionaire offline. With our offline mode, you can play at home or on the road. Win anytime, anywhere<br><br>BUILD AND TRAIN YOUR EXPERTS:<br>Collect and train your experts, each with their own attributes and expertise! Don’t let any trivia stump you. From history to English to music to math, we have a trivia expert who can help you win and become a millionaire!<br><br>CLIMB THE LEADERBOARDS:<br>Know any interesting trivia facts? Well it may just come in handy when you find yourself faced off against a million-dollar question! Rank up against the scores of hundreds of thousands of trivia players around the world as you target the top of the Leaderboards! Show off your clever wits with the most fun trivia show in the world!<br><br>Download The Official Who Wants to Be a Millionaire? Trivia Game today!<br><br>___________________<br><br>Under license from Sony Pictures Entertainment. ©2020 All Rights Reserved. &quot;Who Wants to Be a Millionaire?&quot; and all associated logos, images and trademarks are owned and/or controlled by Sony Pictures Entertainment.<br><br>Privacy Policy: http://www.sonypictures.com/corp/privacy.html<br>Terms of Use: http://www.sonypictures.com/corp/tos.html<br>Do Not Sell My Info: https://privacyportal-cdn.onetrust.com/dsarwebform/d19e506f-1a64-463d-94e4-914dd635817d/b9eb997c-9ede-451b-8fd4-29891782a928.html <br><br>Like us on Facebook: https://www.facebook.com/WhoWantstoBeAMillionaireMobile/<br><br>Questions, Comments, or Suggestions? We would love to hear from you! Сontact us using the game&#39;s Feedback form or via email at support@uken.com. We want to hear from you!","https://play-lh.googleusercontent.com/eghVvDUyIfsyflZGweoftI1oHW-wqfz8QidksgtAxCJgh9Ds42KoSNSpl_maa8obh487","GAME_TRIVIA"
"Who is it? Celeb Quiz Trivia","com.whoisit.celebquiz","Welcome to Who is it? Celeb Quiz Trivia, the ultimate free guessing celebrity quiz trivia game in the world!<br><br>With hundreds of levels and thousands of celebrities to guess, this game is guaranteed to keep you entertained for hours on end. The best part? It&#39;s completely free to play!<br><br>Download now and join to our millions of players around the world that already get addicted!<br><br>As you progress through Who is it? Celeb Quiz Trivia, you&#39;ll unlock new levels and challenges that will put your celebrity knowledge to the test. In 2023, the game is expected to have an even larger roster of celebrities to guess from, with many new faces from the worlds of entertainment, sports, and politics. <br><br>This game is highly addictive and challenging, with new levels and celebrities being added regularly to keep you on your toes. Test your knowledge of the rich and famous and see if you have what it takes to become a true celeb trivia master.<br><br>If you think you&#39;re up for an even bigger challenge, invite your friends and family to play with you and see who can guess the most celebrities correctly. Who is it? Celeb Quiz Trivia is the perfect game for a group outing or for passing the time with your loved ones. <br><br>But the fun doesn&#39;t stop there - this game also has tons of amazing features to keep you engaged and coming back for more:<br><br>★ Easy to play - Just tap on the celebrity you think is in the picture to make your guess.<br>★ High-quality drawings of celebrities that are challenging but not impossible to guess.<br>★ 5000+ Celebs drawings and a small size of the application!<br>★ Hints - Stuck on a level? Use a hint to get a clue and keep the game moving.<br>★ In-game currency - Use coins to purchase hints, lives or unlock special levels.<br>★ Offline play - No internet? No problem. This game can be played offline.<br>★ A wide range of difficulty levels, from beginner to expert, to appeal to players of all skill levels.<br>★ Detailed stats: Track your progress and see how you compare to other players.<br>★ Multiple lives: Use multiple lives to keep playing even if you make a wrong guess.<br>★ Daily Lucky Wheel: Log in every day to spin the Lucky Wheel receive special daily rewards and bonuses.<br>★ Regular updates - With new levels, celebrities, and features added all the time, there&#39;s always something new to discover.<br><br>One of the best things about Who is it? Celeb Quiz Trivia is that it&#39;s the perfect game to play no matter where you are. Whether you&#39;re stuck on a long car ride or waiting for your flight at the airport, this game will keep you entertained for hours on end. And with offline play available, you can even enjoy the game when you don&#39;t have an internet connection.<br><br>Not only does the game offer a wide range of difficulty levels, but it also includes a variety of categories to choose from, including music, movies, sports, and more. This means that no matter your interests, you&#39;ll be able to find celebrities to guess that you&#39;re passionate about.<br><br>But don&#39;t just take our word for it - players around the world are already raving about Who is it? Celeb Quiz Trivia. From its high-quality celebrity drawings to its wide range of difficulty levels, this game has something for everyone. In fact, it&#39;s consistently ranked as one of the top trivia games in the app store.<br><br>if you&#39;re looking for even more ways to get involved, be sure to check out the game&#39;s community forums. Here, you can connect with other players, share tips and tricks, and discuss all things celebrity.<br><br>DOWNLOAD NOW FOR FREE<br><br>So why wait? Download Who is it? Celeb Quiz Trivia today and start enjoying all the fun and excitement this celebrity trivia game has to offer. And don&#39;t forget to invite your friends to play!<br><br>Overall, this game is an absolute blast to play. It&#39;s challenging and satisfying, but most of all, it&#39;s just plain fun. I can&#39;t recommend it enough!<br><br>Compare your answers with your friends!<br>Challenge them to see who knows more celebrities!<br><br>New celebs are coming soon.<br>Check for the updates!","https://play-lh.googleusercontent.com/XCCCsLgdSCYAaCrOd0meYcp1tCFuKnmnB4RNQNLNPTzZ9XE7hHScLc5nPYKwl735bQ","GAME_TRIVIA"
"Flags Quiz - Guess The Flag","com.flags.quiz.trivia","Welcome to Flags Quiz! The ultimate free trivia game where you guess the flags, maps, capitals, and paint the flags of countries from around the world.<br><br>Featuring hundreds of levels and thousands of flags, this game promises endless entertainment. Best of all, it&#39;s completely free to play!<br><br>Download now and join millions of players worldwide who are already hooked!<br><br>As you advance in Flags Quiz! Guess the Flag, new levels and challenges await, testing your knowledge to the limit. In 2024, anticipate an expanded index of flags, including countries, maps, areas, places, and objects from across the globe. This highly addictive and challenging game frequently updates with new levels and flags, ensuring you&#39;re always engaged. Test your world knowledge and discover if you can claim the title of geography master.<br><br>If you&#39;re ready for a bigger challenge, invite friends and family to join you and see who can correctly guess the most flags. Flags Quiz! Guess the Flag is ideal for group gatherings or spending quality time with loved ones.<br><br>But the fun doesn&#39;t stop there - this game also has tons of amazing features to keep you engaged and coming back for more:<br><br>★ Paint the flag challenge<br>★ Easy to play - just type the word you think is in the picture to make your guess.<br>★ High-quality flags that are challenging but not impossible to guess.<br>★ Hints - stuck on a level? Use a hint to get a clue and keep the game moving.<br>★ In-game currency - use coins to purchase hints, lives or unlock special levels.<br>★ Offline play - no internet? No problem. This game can be played offline.<br>★ A wide range of difficulty levels, from beginner to expert, to appeal to players of all skill levels.<br>★ Detailed stats: Track your progress and see how you compare to other players.<br>★ Multiple lives: Use multiple lives to keep playing even if you make a wrong guess.<br>★ Daily Lucky Wheel: Log in every day to spin the Lucky Wheel receive special daily rewards and bonuses.<br>★ Regular updates - with new levels, flags, and features added all the time, there&#39;s always something new to discover.<br><br>One of the best things about Flags Quiz! Guess the Flag is that it&#39;s the perfect game to play no matter where you are. Whether you&#39;re stuck on a long car ride or waiting for your flight at the airport, this game will keep you entertained for hours on end. And with offline play available, you can even enjoy the game when you don&#39;t have an internet connection.<br><br>Not only does the game offer a wide range of difficulty levels, but it also includes a variety of categories to choose from, including capital cities, foods, famous locations, and more. This means that no matter your interests, you&#39;ll be able to find flag to guess that you&#39;re passionate about.<br><br>But don&#39;t just take our word for it - players around the world are already raving about Flags Quiz! Guess the Flag. From its high-quality flags to its wide range of difficulty levels, this game has something for everyone. In fact, it&#39;s consistently ranked as one of the top trivia games in the app store.<br><br>DOWNLOAD NOW FOR FREE<br><br>So why wait? Download Flags Quiz! Guess the Flag today and start enjoying all the fun and excitement this flags quiz trivia game has to offer. And don&#39;t forget to invite your friends to play!<br><br>Overall, this game is an absolute blast to play. It&#39;s challenging and satisfying, but most of all, it&#39;s just plain fun. I can&#39;t recommend it enough!<br><br>Compare your answers with your friends!<br>Challenge them to see who guesses more flags and maps!<br>Try to paint the flag correctly and test your geography IQ.<br><br>New features are coming soon.<br>Check for the updates!<br><br>Privacy Policy: https://www.prizepoolstudios.com/privacy<br>Terms of Service:  https://www.prizepoolstudios.com/terms","https://play-lh.googleusercontent.com/c3DLPERlXT7Ao8Z6npVLEcWVcGIeLfxJVvkO5HtrThE8mTHJoBYCJOLrhZ4o7tWlvGs","GAME_TRIVIA"
"Paint the Flag","com.mobsmile.paintflag","Embark on a worldwide journey with Paint the Flag, a fun mobile game that turns coloring flags into an educational and visually amazing experience!<br><br>🌍  Explore the World :<br>Dive into the diverse world of flags with over 200 countries to discover.<br><br>🤔 Challenge Your Knowledge :<br>Test your flag recognition skills and learn about different countries and their symbols. Paint the Flag is not just a game; it&#39;s an educational journey that enhances your global awareness in the most entertaining way possible.<br><br>⚡ Easy to Play, Hard to Master :<br>Paint the Flag boasts an intuitive gameplay experience. Simply choose a color and tap the flag to fill in the corresponding sections of the flag. The controls are easy, but can you master the art of coloring every flag flawlessly?<br><br>Ready to embark on a colorful journey of knowledge and creativity? Download Paint the Flag now and start painting the world&#39;s flags with precision and style! Whether you&#39;re a casual gamer or a trivia enthusiast, Paint the Flag is the game that promises endless fun for everyone. 🎉🌏","https://play-lh.googleusercontent.com/FjZ9YQhg0xGMZzQQsWA1iI8wDE4A5DELKea7QoNfnbUb44B7grWc3PIPM2UxQbDTrVo","GAME_TRIVIA"
"Las Vegas Bingo-win real cash","com.RealMoneyBingo.WinCashRewards.BountyGam","Las Vegas Bingo-win real cash will be the best bingo game to win real money. Never miss the chance and enjoy the classical bingo game with exciting competitive style. It’s time to have fun and win rewards and jackpot!<br><br>The bingo game simulates a real gaming experience for players. The game design combines casino emulator games, real money slot game features and win cash jackpot distribution and other features. Let players enjoy all the fun of some casino games like online social, gambling and more. If you are a fan of slot games you should definitely try this bingo game because it is easier to win the big jackpots you want and it is easier to play. Players can get a lot of gold coins every day, these gold coins you can win real money cash rewards through your own skills.<br><br>The gameplay of Las Vegas Bingo:<br>- Las Vegas Bingo game is played on a grid 5x5 with 5 numbers horizontally and 5 numbers vertically. Every one square contains a letter or a number. Match any 5 numbers down or diagonally to win! Every one step will have different cash rewards.<br>- Click the number in the bingo card according to the tips above. The more times you click, the more cash you win.<br>- The Las Vegas bingo game can be triggered as the conditions are met. And once you trigger the bingo game, you can win huge cash prizes.<br>- Every Las Vegas bingo game could trigger the lucky wheel, and each spin has a different cash rewards or surprise cash box.<br>- Try your luck with the Las Vegas bingo lucky wheel for an opportunity to win cash prizes.<br><br>The features of Las Vegas bingo:<br>The bingo game is really fun and simple to play safely. Among these money games, the Las Vegas bingo game is more attractive. Ignore slot games. You will win real money rewards daily in the bingo day. Of course, it is a money game. You can get your money through Apple Pay, PayPal and XSollan so on. It is easy to win real money cash rewards.<br><br>- You just need to wait for only two minutes to play the bingo game. And play the bingo game at any time and any place.<br>- And you will win real money cash rewards.<br>- Beautiful graphics and special effects.<br>- Practice your skills in the simple card at any time and any place.<br>- Play up to four cards to get more skills and fun.<br><br>Collection activity:<br>The Las Vegas Bingo game allows you to get a lot of trophies and gold coins. These gold coins can be exchanged for cash rewards. If you are very lucky, you will have the opportunity to directly get the cash prizes set by us without redemption. This game will always have a lot of bonus activities. If you are not at work, you can always take out your mobile phone and open this game to participate in the activities. If you really experience a lot of fun from this game, call your friends to play this real money game this game together, we will have extra rewards to distribute to you. All kinds of props and currencies in the game can be exchanged. Don&#39;t wait any longer, this bingo game is really fun.<br><br>Disclaimer:<br>- These games are intended for entertainment purposes only by persons 12 years of age or older.<br>- The game does not offer &#39;real money gambling&#39;.<br>-Practice or success at social casino gaming does not imply future success at &#39;real money gambling&#39;.","https://play-lh.googleusercontent.com/zNLxesqbTXO41OGPbs_ZHjtxyAbR7nt2xoqOPds3gaIY_Lvhua3ynMjpRiKemZnSiw","GAME_TRIVIA"
"Gartic.io - Draw, Guess, WIN","io.gartic.Gartic","Gartic.io welcomes you with the fun of guessing and drawing! In each round, a player draws something for the others to guess what it is.<br><br>Choose one of the words to draw, and let the game begin! The player who achieves the points goal first gets the top place.<br><br>You can also choose from the available themes or even create your own room, inviting up to 50 friends by sharing the link.","https://play-lh.googleusercontent.com/yAKnGbdCEGAzJwRQ5b3z7ht1oVg6isQAIvwHRjyNh-QaPiCTHVaW5ajns__ApC3j0iw","GAME_TRIVIA"
"Quiz Of Kings: Trivia Games","co.palang.QuizOfKingss","😎The only <b>TRIVIA GAME</b> you need!😎<br>Looking for a fun trivia quiz game that’s guaranteed to please your inner competitive child?<br>Train your brain and improve your quiz game by answering fun trivia questions! <br><br>Love to play with your friends and prove that you are the smartest?<br>Play with the AI, with friends, or with millions of strangers all over the world! You can join the groups or create your own group and compete in the ultimate group challenges.<br><br>😱<b>CAN YOU CRACK THE TRIVIA?</b>😱<br>Compete against players worldwide and crack your way to the top of the global ranking! Your way isn’t as easy as you think. <br><br>🤯<b>SHOW OFF YOUR KNOWLEDGE AND BECOME THE TRIVIA MASTER!</b>🤯<br>Tons of questions are waiting for you to be answered! Choose the correct answer from 4 possible ones and learn about art, sports, science, and more while playing this fun trivia game!<br><br>Do you know the color of polar bear skin? White, Pink, Black, or Green?<br>Don&#39;t know the answer, no need to be worried and use help. So you can keep learning in our trivia game. Our main aim is to make learning fun.<br><br><b>Quiz of Kings</b> is a full-fledged online trivia game experience with the ability to chat, make friends, and group competitions.<br><br>⚡️<b>SPIN THE WHEEL</b>⚡️ <br>Each trivia duel has 6 stages, where users can choose the topic in 3 sets, and each time-based set has 3 questions.  <br>Record mode has been added to the game to prove who is better in this breathtaking trivia challenge.<br><br>❓<b>QUESTION FACTORY</b>❓<br>Create trivia questions through the Question Factory and show off your knowledge. You can also rate them!<br><br>🌎<b>SOCIAL FEATURES</b>🌎<br>You can chat with other players and share your progress through social networks. Trivia games have never been this much fun.<br><br>🆘<b>HELP OPTIONS</b>🆘<br>There are 3 help options that you can use: remove 2 wrong answers, ask the audience, and renewed chance. <br><br>What are you waiting for? Download one of the best trivia quiz games for free right now! Become the best trivia master in the world!<br><br><br>📞 For support, you can email support@quizofkings.com or raise your problem through the link below:<br>https://start.quizofkings.com/<br><br>📸 Instagram page of the game: @quizofkings<br>🪁 Telegram channel of the game: @quizofkings","https://play-lh.googleusercontent.com/wj-oaeEioZQbI0qUkFTqhvgv4nbMgDzC_7X7bfDXuioj5rYBoZuv2VutKrnm5tdHljtL","GAME_TRIVIA"
